"Municipality ID","Municipality","Sector ID","Sector","Total Income","digitos","State ID","State"
1001,"Aguascalientes","31-33","Industrias Manufactureras",257820.921875,4,1,"Aguascalientes"
1002,"Asientos","31-33","Industrias Manufactureras",40.310001373291016,4,1,"Aguascalientes"
1003,"Calvillo","31-33","Industrias Manufactureras",1780.0579833984375,4,1,"Aguascalientes"
1004,"Cosío","31-33","Industrias Manufactureras",329.1809997558594,4,1,"Aguascalientes"
1005,"Jesús María","31-33","Industrias Manufactureras",26989.234375,4,1,"Aguascalientes"
1006,"Pabellón de Arteaga","31-33","Industrias Manufactureras",396.1709899902344,4,1,"Aguascalientes"
1007,"Rincón de Romos","31-33","Industrias Manufactureras",2468.412109375,4,1,"Aguascalientes"
1008,"San José de Gracia","31-33","Industrias Manufactureras",20.45199966430664,4,1,"Aguascalientes"
1009,"Tepezalá","31-33","Industrias Manufactureras",5640.57080078125,4,1,"Aguascalientes"
1010,"El Llano","31-33","Industrias Manufactureras",1099.989013671875,4,1,"Aguascalientes"
1011,"San Francisco de los Romo","31-33","Industrias Manufactureras",37388.7734375,4,1,"Aguascalientes"
2001,"Ensenada","31-33","Industrias Manufactureras",15688.1142578125,4,2,"Baja California"
2002,"Mexicali","31-33","Industrias Manufactureras",112075.5078125,4,2,"Baja California"
2003,"Tecate","31-33","Industrias Manufactureras",15810.4921875,4,2,"Baja California"
2004,"Tijuana","31-33","Industrias Manufactureras",222120.703125,4,2,"Baja California"
2005,"Playas de Rosarito","31-33","Industrias Manufactureras",2889.791015625,4,2,"Baja California"
3001,"Comondú","31-33","Industrias Manufactureras",976.4600219726562,4,3,"Baja California Sur"
3002,"Mulegé","31-33","Industrias Manufactureras",642.5750122070312,4,3,"Baja California Sur"
3003,"La Paz","31-33","Industrias Manufactureras",4331.48583984375,4,3,"Baja California Sur"
3008,"Los Cabos","31-33","Industrias Manufactureras",1914.8719482421875,4,3,"Baja California Sur"
3009,"Loreto","31-33","Industrias Manufactureras",43.33300018310547,4,3,"Baja California Sur"
4001,"Calkiní","31-33","Industrias Manufactureras",476.20599365234375,4,4,"Campeche"
4002,"Campeche","31-33","Industrias Manufactureras",2954.91796875,4,4,"Campeche"
4003,"Carmen","31-33","Industrias Manufactureras",849.8359985351562,4,4,"Campeche"
4004,"Champotón","31-33","Industrias Manufactureras",1580.9539794921875,4,4,"Campeche"
4005,"Hecelchakán","31-33","Industrias Manufactureras",48.448001861572266,4,4,"Campeche"
4006,"Hopelchén","31-33","Industrias Manufactureras",35.183998107910156,4,4,"Campeche"
4007,"Palizada","31-33","Industrias Manufactureras",12.760000228881836,4,4,"Campeche"
4008,"Tenabo","31-33","Industrias Manufactureras",128.9510040283203,4,4,"Campeche"
4009,"Escárcega","31-33","Industrias Manufactureras",274.8179931640625,4,4,"Campeche"
4010,"Calakmul","31-33","Industrias Manufactureras",18.917999267578125,4,4,"Campeche"
4011,"Candelaria","31-33","Industrias Manufactureras",24.738000869750977,4,4,"Campeche"
5001,"Abasolo","31-33","Industrias Manufactureras",,4,5,"Coahuila de Zaragoza"
5002,"Acuña","31-33","Industrias Manufactureras",13666.447265625,4,5,"Coahuila de Zaragoza"
5003,"Allende","31-33","Industrias Manufactureras",411.3240051269531,4,5,"Coahuila de Zaragoza"
5004,"Arteaga","31-33","Industrias Manufactureras",21792.017578125,4,5,"Coahuila de Zaragoza"
5005,"Candela","31-33","Industrias Manufactureras",18.336999893188477,4,5,"Coahuila de Zaragoza"
5006,"Castaños","31-33","Industrias Manufactureras",6309.712890625,4,5,"Coahuila de Zaragoza"
5007,"Cuatro Ciénegas","31-33","Industrias Manufactureras",612.5830078125,4,5,"Coahuila de Zaragoza"
5008,"Escobedo","31-33","Industrias Manufactureras",,4,5,"Coahuila de Zaragoza"
5009,"Francisco I. Madero","31-33","Industrias Manufactureras",942.927001953125,4,5,"Coahuila de Zaragoza"
5010,"Frontera","31-33","Industrias Manufactureras",39144.9453125,4,5,"Coahuila de Zaragoza"
5011,"General Cepeda","31-33","Industrias Manufactureras",56.9630012512207,4,5,"Coahuila de Zaragoza"
5012,"Guerrero","31-33","Industrias Manufactureras",,4,5,"Coahuila de Zaragoza"
5014,"Jiménez","31-33","Industrias Manufactureras",22.149999618530273,4,5,"Coahuila de Zaragoza"
5015,"Juárez","31-33","Industrias Manufactureras",,4,5,"Coahuila de Zaragoza"
5016,"Lamadrid","31-33","Industrias Manufactureras",5.419000148773193,4,5,"Coahuila de Zaragoza"
5017,"Matamoros","31-33","Industrias Manufactureras",2826.068115234375,4,5,"Coahuila de Zaragoza"
5018,"Monclova","31-33","Industrias Manufactureras",78342.390625,4,5,"Coahuila de Zaragoza"
5019,"Morelos","31-33","Industrias Manufactureras",135.26499938964844,4,5,"Coahuila de Zaragoza"
5020,"Múzquiz","31-33","Industrias Manufactureras",568.5040283203125,4,5,"Coahuila de Zaragoza"
5021,"Nadadores","31-33","Industrias Manufactureras",4.431000232696533,4,5,"Coahuila de Zaragoza"
5022,"Nava","31-33","Industrias Manufactureras",19798.126953125,4,5,"Coahuila de Zaragoza"
5023,"Ocampo","31-33","Industrias Manufactureras",3309.419921875,4,5,"Coahuila de Zaragoza"
5024,"Parras","31-33","Industrias Manufactureras",2827.5859375,4,5,"Coahuila de Zaragoza"
5025,"Piedras Negras","31-33","Industrias Manufactureras",19698.26953125,4,5,"Coahuila de Zaragoza"
5027,"Ramos Arizpe","31-33","Industrias Manufactureras",303632.53125,4,5,"Coahuila de Zaragoza"
5028,"Sabinas","31-33","Industrias Manufactureras",4703.1240234375,4,5,"Coahuila de Zaragoza"
5029,"Sacramento","31-33","Industrias Manufactureras",12.670999526977539,4,5,"Coahuila de Zaragoza"
5030,"Saltillo","31-33","Industrias Manufactureras",296390.15625,4,5,"Coahuila de Zaragoza"
5031,"San Buenaventura","31-33","Industrias Manufactureras",262.7449951171875,4,5,"Coahuila de Zaragoza"
5032,"San Juan de Sabinas","31-33","Industrias Manufactureras",257.9100036621094,4,5,"Coahuila de Zaragoza"
5033,"San Pedro","31-33","Industrias Manufactureras",1572.81298828125,4,5,"Coahuila de Zaragoza"
5034,"Sierra Mojada","31-33","Industrias Manufactureras",4.952000141143799,4,5,"Coahuila de Zaragoza"
5035,"Torreón","31-33","Industrias Manufactureras",201548.234375,4,5,"Coahuila de Zaragoza"
5036,"Viesca","31-33","Industrias Manufactureras",7.289000034332275,4,5,"Coahuila de Zaragoza"
5037,"Villa Unión","31-33","Industrias Manufactureras",4.377999782562256,4,5,"Coahuila de Zaragoza"
5038,"Zaragoza","31-33","Industrias Manufactureras",69.96199798583984,4,5,"Coahuila de Zaragoza"
6001,"Armería","31-33","Industrias Manufactureras",461.6340026855469,4,6,"Colima"
6002,"Colima","31-33","Industrias Manufactureras",3353.072021484375,4,6,"Colima"
6003,"Comala","31-33","Industrias Manufactureras",98.08599853515625,4,6,"Colima"
6004,"Coquimatlán","31-33","Industrias Manufactureras",64.51399993896484,4,6,"Colima"
6005,"Cuauhtémoc","31-33","Industrias Manufactureras",1267.7440185546875,4,6,"Colima"
6006,"Ixtlahuacán","31-33","Industrias Manufactureras",9.083999633789062,4,6,"Colima"
6007,"Manzanillo","31-33","Industrias Manufactureras",4217.751953125,4,6,"Colima"
6008,"Minatitlán","31-33","Industrias Manufactureras",13.310999870300293,4,6,"Colima"
6009,"Tecomán","31-33","Industrias Manufactureras",5931.98193359375,4,6,"Colima"
6010,"Villa de Álvarez","31-33","Industrias Manufactureras",406.531005859375,4,6,"Colima"
7001,"Acacoyagua","31-33","Industrias Manufactureras",22.836000442504883,4,7,"Chiapas"
7002,"Acala","31-33","Industrias Manufactureras",26.72599983215332,4,7,"Chiapas"
7003,"Acapetahua","31-33","Industrias Manufactureras",564.2960205078125,4,7,"Chiapas"
7004,"Altamirano","31-33","Industrias Manufactureras",11.92300033569336,4,7,"Chiapas"
7005,"Amatán","31-33","Industrias Manufactureras",2.864000082015991,4,7,"Chiapas"
7006,"Amatenango de la Frontera","31-33","Industrias Manufactureras",8.102999687194824,4,7,"Chiapas"
7007,"Amatenango del Valle","31-33","Industrias Manufactureras",18.820999145507812,4,7,"Chiapas"
7008,"Ángel Albino Corzo","31-33","Industrias Manufactureras",82.82499694824219,4,7,"Chiapas"
7009,"Arriaga","31-33","Industrias Manufactureras",759.9920043945312,4,7,"Chiapas"
7010,"Bejucal de Ocampo","31-33","Industrias Manufactureras",0.6140000224113464,4,7,"Chiapas"
7011,"Bella Vista","31-33","Industrias Manufactureras",2.5439999103546143,4,7,"Chiapas"
7012,"Berriozábal","31-33","Industrias Manufactureras",692.9860229492188,4,7,"Chiapas"
7013,"Bochil","31-33","Industrias Manufactureras",49.89500045776367,4,7,"Chiapas"
7014,"El Bosque","31-33","Industrias Manufactureras",7.7870001792907715,4,7,"Chiapas"
7015,"Cacahoatán","31-33","Industrias Manufactureras",60.22600173950195,4,7,"Chiapas"
7016,"Catazajá","31-33","Industrias Manufactureras",8.23900032043457,4,7,"Chiapas"
7017,"Cintalapa","31-33","Industrias Manufactureras",149.08299255371094,4,7,"Chiapas"
7018,"Coapilla","31-33","Industrias Manufactureras",15.340999603271484,4,7,"Chiapas"
7019,"Comitán de Domínguez","31-33","Industrias Manufactureras",491.35400390625,4,7,"Chiapas"
7020,"La Concordia","31-33","Industrias Manufactureras",180.10699462890625,4,7,"Chiapas"
7021,"Copainalá","31-33","Industrias Manufactureras",14.154000282287598,4,7,"Chiapas"
7022,"Chalchihuitán","31-33","Industrias Manufactureras",2.7200000286102295,4,7,"Chiapas"
7023,"Chamula","31-33","Industrias Manufactureras",14.444999694824219,4,7,"Chiapas"
7024,"Chanal","31-33","Industrias Manufactureras",5.39900016784668,4,7,"Chiapas"
7025,"Chapultenango","31-33","Industrias Manufactureras",3.302999973297119,4,7,"Chiapas"
7026,"Chenalhó","31-33","Industrias Manufactureras",14.711000442504883,4,7,"Chiapas"
7027,"Chiapa de Corzo","31-33","Industrias Manufactureras",2226.0009765625,4,7,"Chiapas"
7028,"Chiapilla","31-33","Industrias Manufactureras",4.008999824523926,4,7,"Chiapas"
7029,"Chicoasén","31-33","Industrias Manufactureras",7.729000091552734,4,7,"Chiapas"
7030,"Chicomuselo","31-33","Industrias Manufactureras",27.8700008392334,4,7,"Chiapas"
7031,"Chilón","31-33","Industrias Manufactureras",35.58300018310547,4,7,"Chiapas"
7032,"Escuintla","31-33","Industrias Manufactureras",42.983001708984375,4,7,"Chiapas"
7034,"Frontera Comalapa","31-33","Industrias Manufactureras",87.03199768066406,4,7,"Chiapas"
7035,"Frontera Hidalgo","31-33","Industrias Manufactureras",10.317999839782715,4,7,"Chiapas"
7036,"La Grandeza","31-33","Industrias Manufactureras",2.6740000247955322,4,7,"Chiapas"
7037,"Huehuetán","31-33","Industrias Manufactureras",31.207000732421875,4,7,"Chiapas"
7038,"Huixtán","31-33","Industrias Manufactureras",3.8489999771118164,4,7,"Chiapas"
7039,"Huitiupán","31-33","Industrias Manufactureras",7.151000022888184,4,7,"Chiapas"
7040,"Huixtla","31-33","Industrias Manufactureras",1364.406982421875,4,7,"Chiapas"
7041,"La Independencia","31-33","Industrias Manufactureras",36.167999267578125,4,7,"Chiapas"
7042,"Ixhuatán","31-33","Industrias Manufactureras",4.785999774932861,4,7,"Chiapas"
7043,"Ixtacomitán","31-33","Industrias Manufactureras",11.678000450134277,4,7,"Chiapas"
7044,"Ixtapa","31-33","Industrias Manufactureras",12.401000022888184,4,7,"Chiapas"
7045,"Ixtapangajoya","31-33","Industrias Manufactureras",1.9579999446868896,4,7,"Chiapas"
7046,"Jiquipilas","31-33","Industrias Manufactureras",34.60499954223633,4,7,"Chiapas"
7047,"Jitotol","31-33","Industrias Manufactureras",11.789999961853027,4,7,"Chiapas"
7048,"Juárez","31-33","Industrias Manufactureras",34.2130012512207,4,7,"Chiapas"
7049,"Larráinzar","31-33","Industrias Manufactureras",21.207000732421875,4,7,"Chiapas"
7050,"La Libertad","31-33","Industrias Manufactureras",5.047999858856201,4,7,"Chiapas"
7051,"Mapastepec","31-33","Industrias Manufactureras",564.2789916992188,4,7,"Chiapas"
7052,"Las Margaritas","31-33","Industrias Manufactureras",60.13800048828125,4,7,"Chiapas"
7053,"Mazapa de Madero","31-33","Industrias Manufactureras",0.6600000262260437,4,7,"Chiapas"
7054,"Mazatán","31-33","Industrias Manufactureras",31.847999572753906,4,7,"Chiapas"
7055,"Metapa","31-33","Industrias Manufactureras",11.645999908447266,4,7,"Chiapas"
7056,"Mitontic","31-33","Industrias Manufactureras",0.6850000023841858,4,7,"Chiapas"
7057,"Motozintla","31-33","Industrias Manufactureras",472.46600341796875,4,7,"Chiapas"
7058,"Nicolás Ruíz","31-33","Industrias Manufactureras",1.559000015258789,4,7,"Chiapas"
7059,"Ocosingo","31-33","Industrias Manufactureras",427.385986328125,4,7,"Chiapas"
7060,"Ocotepec","31-33","Industrias Manufactureras",4.340000152587891,4,7,"Chiapas"
7061,"Ocozocoautla de Espinosa","31-33","Industrias Manufactureras",3720.944091796875,4,7,"Chiapas"
7062,"Ostuacán","31-33","Industrias Manufactureras",951.7420043945312,4,7,"Chiapas"
7063,"Osumacinta","31-33","Industrias Manufactureras",5.9720001220703125,4,7,"Chiapas"
7064,"Oxchuc","31-33","Industrias Manufactureras",21.805999755859375,4,7,"Chiapas"
7065,"Palenque","31-33","Industrias Manufactureras",845.0339965820312,4,7,"Chiapas"
7066,"Pantelhó","31-33","Industrias Manufactureras",8.609000205993652,4,7,"Chiapas"
7067,"Pantepec","31-33","Industrias Manufactureras",5.517000198364258,4,7,"Chiapas"
7068,"Pichucalco","31-33","Industrias Manufactureras",31.606000900268555,4,7,"Chiapas"
7069,"Pijijiapan","31-33","Industrias Manufactureras",122.38600158691406,4,7,"Chiapas"
7070,"El Porvenir","31-33","Industrias Manufactureras",2.311000108718872,4,7,"Chiapas"
7071,"Villa Comaltitlán","31-33","Industrias Manufactureras",210.00799560546875,4,7,"Chiapas"
7072,"Pueblo Nuevo Solistahuacán","31-33","Industrias Manufactureras",32.01900100708008,4,7,"Chiapas"
7073,"Rayón","31-33","Industrias Manufactureras",7.120999813079834,4,7,"Chiapas"
7074,"Reforma","31-33","Industrias Manufactureras",23752.16015625,4,7,"Chiapas"
7075,"Las Rosas","31-33","Industrias Manufactureras",33.481998443603516,4,7,"Chiapas"
7076,"Sabanilla","31-33","Industrias Manufactureras",7.178999900817871,4,7,"Chiapas"
7077,"Salto de Agua","31-33","Industrias Manufactureras",24.570999145507812,4,7,"Chiapas"
7078,"San Cristóbal de las Casas","31-33","Industrias Manufactureras",3358.06005859375,4,7,"Chiapas"
7079,"San Fernando","31-33","Industrias Manufactureras",129.75100708007812,4,7,"Chiapas"
7080,"Siltepec","31-33","Industrias Manufactureras",9.619000434875488,4,7,"Chiapas"
7081,"Simojovel","31-33","Industrias Manufactureras",68.85399627685547,4,7,"Chiapas"
7082,"Sitalá","31-33","Industrias Manufactureras",3.559999942779541,4,7,"Chiapas"
7083,"Socoltenango","31-33","Industrias Manufactureras",15.281000137329102,4,7,"Chiapas"
7084,"Solosuchiapa","31-33","Industrias Manufactureras",4.675000190734863,4,7,"Chiapas"
7085,"Soyaló","31-33","Industrias Manufactureras",14.3149995803833,4,7,"Chiapas"
7086,"Suchiapa","31-33","Industrias Manufactureras",51.2859992980957,4,7,"Chiapas"
7087,"Suchiate","31-33","Industrias Manufactureras",49.64899826049805,4,7,"Chiapas"
7088,"Sunuapa","31-33","Industrias Manufactureras",2.3369998931884766,4,7,"Chiapas"
7089,"Tapachula","31-33","Industrias Manufactureras",4569.27294921875,4,7,"Chiapas"
7090,"Tapalapa","31-33","Industrias Manufactureras",4.375999927520752,4,7,"Chiapas"
7091,"Tapilula","31-33","Industrias Manufactureras",30.13599967956543,4,7,"Chiapas"
7092,"Tecpatán","31-33","Industrias Manufactureras",16.584999084472656,4,7,"Chiapas"
7093,"Tenejapa","31-33","Industrias Manufactureras",6.401000022888184,4,7,"Chiapas"
7094,"Teopisca","31-33","Industrias Manufactureras",70.9260025024414,4,7,"Chiapas"
7096,"Tila","31-33","Industrias Manufactureras",23.257999420166016,4,7,"Chiapas"
7097,"Tonalá","31-33","Industrias Manufactureras",462.89300537109375,4,7,"Chiapas"
7098,"Totolapa","31-33","Industrias Manufactureras",4.843999862670898,4,7,"Chiapas"
7099,"La Trinitaria","31-33","Industrias Manufactureras",46.659000396728516,4,7,"Chiapas"
7100,"Tumbalá","31-33","Industrias Manufactureras",4.86899995803833,4,7,"Chiapas"
7101,"Tuxtla Gutiérrez","31-33","Industrias Manufactureras",3290.43701171875,4,7,"Chiapas"
7102,"Tuxtla Chico","31-33","Industrias Manufactureras",24.599000930786133,4,7,"Chiapas"
7103,"Tuzantán","31-33","Industrias Manufactureras",33.137001037597656,4,7,"Chiapas"
7104,"Tzimol","31-33","Industrias Manufactureras",16.985000610351562,4,7,"Chiapas"
7105,"Unión Juárez","31-33","Industrias Manufactureras",11.131999969482422,4,7,"Chiapas"
7106,"Venustiano Carranza","31-33","Industrias Manufactureras",2995.077880859375,4,7,"Chiapas"
7107,"Villa Corzo","31-33","Industrias Manufactureras",275.5419921875,4,7,"Chiapas"
7108,"Villaflores","31-33","Industrias Manufactureras",4655.93212890625,4,7,"Chiapas"
7109,"Yajalón","31-33","Industrias Manufactureras",68.39800262451172,4,7,"Chiapas"
7110,"San Lucas","31-33","Industrias Manufactureras",11.744000434875488,4,7,"Chiapas"
7111,"Zinacantán","31-33","Industrias Manufactureras",39.650001525878906,4,7,"Chiapas"
7112,"San Juan Cancuc","31-33","Industrias Manufactureras",2.990999937057495,4,7,"Chiapas"
7113,"Aldama","31-33","Industrias Manufactureras",2.118000030517578,4,7,"Chiapas"
7114,"Benemérito de las Américas","31-33","Industrias Manufactureras",149.21400451660156,4,7,"Chiapas"
7115,"Maravilla Tenejapa","31-33","Industrias Manufactureras",9.720000267028809,4,7,"Chiapas"
7116,"Marqués de Comillas","31-33","Industrias Manufactureras",6.38700008392334,4,7,"Chiapas"
7117,"Montecristo de Guerrero","31-33","Industrias Manufactureras",3.4030001163482666,4,7,"Chiapas"
7118,"San Andrés Duraznal","31-33","Industrias Manufactureras",1.2070000171661377,4,7,"Chiapas"
7119,"Santiago el Pinar","31-33","Industrias Manufactureras",,4,7,"Chiapas"
7120,"Capitán Luis Ángel Vidal","31-33","Industrias Manufactureras",,4,7,"Chiapas"
7121,"Rincón Chamula San Pedro","31-33","Industrias Manufactureras",0.3619999885559082,4,7,"Chiapas"
7122,"El Parral","31-33","Industrias Manufactureras",37.66400146484375,4,7,"Chiapas"
7123,"Emiliano Zapata","31-33","Industrias Manufactureras",15.520999908447266,4,7,"Chiapas"
7124,"Mezcalapa","31-33","Industrias Manufactureras",27.077999114990234,4,7,"Chiapas"
8001,"Ahumada","31-33","Industrias Manufactureras",807.5709838867188,4,8,"Chihuahua"
8002,"Aldama","31-33","Industrias Manufactureras",50.56999969482422,4,8,"Chihuahua"
8003,"Allende","31-33","Industrias Manufactureras",89.41600036621094,4,8,"Chihuahua"
8004,"Aquiles Serdán","31-33","Industrias Manufactureras",481.7090148925781,4,8,"Chihuahua"
8005,"Ascensión","31-33","Industrias Manufactureras",267.0249938964844,4,8,"Chihuahua"
8006,"Bachíniva","31-33","Industrias Manufactureras",3.2300000190734863,4,8,"Chihuahua"
8007,"Balleza","31-33","Industrias Manufactureras",11.423999786376953,4,8,"Chihuahua"
8008,"Batopilas de Manuel Gómez Morín","31-33","Industrias Manufactureras",0.296999990940094,4,8,"Chihuahua"
8009,"Bocoyna","31-33","Industrias Manufactureras",202.94200134277344,4,8,"Chihuahua"
8010,"Buenaventura","31-33","Industrias Manufactureras",229.8769989013672,4,8,"Chihuahua"
8011,"Camargo","31-33","Industrias Manufactureras",1335.196044921875,4,8,"Chihuahua"
8012,"Carichí","31-33","Industrias Manufactureras",1.4179999828338623,4,8,"Chihuahua"
8013,"Casas Grandes","31-33","Industrias Manufactureras",11.409000396728516,4,8,"Chihuahua"
8014,"Coronado","31-33","Industrias Manufactureras",3.2809998989105225,4,8,"Chihuahua"
8015,"Coyame del Sotol","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8016,"La Cruz","31-33","Industrias Manufactureras",0.671999990940094,4,8,"Chihuahua"
8017,"Cuauhtémoc","31-33","Industrias Manufactureras",20825.75390625,4,8,"Chihuahua"
8019,"Chihuahua","31-33","Industrias Manufactureras",102205.5234375,4,8,"Chihuahua"
8020,"Chínipas","31-33","Industrias Manufactureras",2.2209999561309814,4,8,"Chihuahua"
8021,"Delicias","31-33","Industrias Manufactureras",10616.080078125,4,8,"Chihuahua"
8022,"Dr. Belisario Domínguez","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8023,"Galeana","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8024,"Santa Isabel","31-33","Industrias Manufactureras",196.0570068359375,4,8,"Chihuahua"
8025,"Gómez Farías","31-33","Industrias Manufactureras",207.9980010986328,4,8,"Chihuahua"
8026,"Gran Morelos","31-33","Industrias Manufactureras",1.7960000038146973,4,8,"Chihuahua"
8027,"Guachochi","31-33","Industrias Manufactureras",143.7790069580078,4,8,"Chihuahua"
8028,"Guadalupe","31-33","Industrias Manufactureras",1.0779999494552612,4,8,"Chihuahua"
8029,"Guadalupe y Calvo","31-33","Industrias Manufactureras",48.10499954223633,4,8,"Chihuahua"
8030,"Guazapares","31-33","Industrias Manufactureras",5.276000022888184,4,8,"Chihuahua"
8031,"Guerrero","31-33","Industrias Manufactureras",225.00100708007812,4,8,"Chihuahua"
8032,"Hidalgo del Parral","31-33","Industrias Manufactureras",3158.06201171875,4,8,"Chihuahua"
8033,"Huejotitán","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8034,"Ignacio Zaragoza","31-33","Industrias Manufactureras",178.04600524902344,4,8,"Chihuahua"
8035,"Janos","31-33","Industrias Manufactureras",2.7860000133514404,4,8,"Chihuahua"
8036,"Jiménez","31-33","Industrias Manufactureras",689.4949951171875,4,8,"Chihuahua"
8037,"Juárez","31-33","Industrias Manufactureras",157045.359375,4,8,"Chihuahua"
8038,"Julimes","31-33","Industrias Manufactureras",3.4800000190734863,4,8,"Chihuahua"
8039,"López","31-33","Industrias Manufactureras",18.54599952697754,4,8,"Chihuahua"
8040,"Madera","31-33","Industrias Manufactureras",340.760986328125,4,8,"Chihuahua"
8041,"Maguarichi","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8042,"Manuel Benavides","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8043,"Matachí","31-33","Industrias Manufactureras",816.469970703125,4,8,"Chihuahua"
8044,"Matamoros","31-33","Industrias Manufactureras",245.4969940185547,4,8,"Chihuahua"
8045,"Meoqui","31-33","Industrias Manufactureras",1094.926025390625,4,8,"Chihuahua"
8046,"Morelos","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8047,"Moris","31-33","Industrias Manufactureras",1.7289999723434448,4,8,"Chihuahua"
8048,"Namiquipa","31-33","Industrias Manufactureras",905.2470092773438,4,8,"Chihuahua"
8049,"Nonoava","31-33","Industrias Manufactureras",0.906000018119812,4,8,"Chihuahua"
8050,"Nuevo Casas Grandes","31-33","Industrias Manufactureras",2170.4599609375,4,8,"Chihuahua"
8051,"Ocampo","31-33","Industrias Manufactureras",18.840999603271484,4,8,"Chihuahua"
8052,"Ojinaga","31-33","Industrias Manufactureras",783.4349975585938,4,8,"Chihuahua"
8053,"Praxedis G. Guerrero","31-33","Industrias Manufactureras",103.33399963378906,4,8,"Chihuahua"
8054,"Riva Palacio","31-33","Industrias Manufactureras",1073.678955078125,4,8,"Chihuahua"
8055,"Rosales","31-33","Industrias Manufactureras",55.61800003051758,4,8,"Chihuahua"
8056,"Rosario","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8057,"San Francisco de Borja","31-33","Industrias Manufactureras",1.6239999532699585,4,8,"Chihuahua"
8059,"San Francisco del Oro","31-33","Industrias Manufactureras",5.947999954223633,4,8,"Chihuahua"
8060,"Santa Bárbara","31-33","Industrias Manufactureras",22.55500030517578,4,8,"Chihuahua"
8061,"Satevó","31-33","Industrias Manufactureras",,4,8,"Chihuahua"
8062,"Saucillo","31-33","Industrias Manufactureras",501.13299560546875,4,8,"Chihuahua"
8063,"Temósachic","31-33","Industrias Manufactureras",1.1069999933242798,4,8,"Chihuahua"
8064,"El Tule","31-33","Industrias Manufactureras",1.725000023841858,4,8,"Chihuahua"
8065,"Urique","31-33","Industrias Manufactureras",0.9200000166893005,4,8,"Chihuahua"
8066,"Uruachi","31-33","Industrias Manufactureras",0.9010000228881836,4,8,"Chihuahua"
8067,"Valle de Zaragoza","31-33","Industrias Manufactureras",20.405000686645508,4,8,"Chihuahua"
9002,"Azcapotzalco","31-33","Industrias Manufactureras",128884.78125,4,9,"Ciudad de México"
9003,"Coyoacán","31-33","Industrias Manufactureras",29093.73828125,4,9,"Ciudad de México"
9004,"Cuajimalpa de Morelos","31-33","Industrias Manufactureras",11795.615234375,4,9,"Ciudad de México"
9005,"Gustavo A. Madero","31-33","Industrias Manufactureras",32163.26953125,4,9,"Ciudad de México"
9006,"Iztacalco","31-33","Industrias Manufactureras",27487.08984375,4,9,"Ciudad de México"
9007,"Iztapalapa","31-33","Industrias Manufactureras",63890.15234375,4,9,"Ciudad de México"
9008,"La Magdalena Contreras","31-33","Industrias Manufactureras",1172.60400390625,4,9,"Ciudad de México"
9009,"Milpa Alta","31-33","Industrias Manufactureras",736.4099731445312,4,9,"Ciudad de México"
9010,"Álvaro Obregón","31-33","Industrias Manufactureras",36233.9140625,4,9,"Ciudad de México"
9011,"Tláhuac","31-33","Industrias Manufactureras",7924.2587890625,4,9,"Ciudad de México"
9012,"Tlalpan","31-33","Industrias Manufactureras",13452.8056640625,4,9,"Ciudad de México"
9013,"Xochimilco","31-33","Industrias Manufactureras",19340.896484375,4,9,"Ciudad de México"
9014,"Benito Juárez","31-33","Industrias Manufactureras",23794.904296875,4,9,"Ciudad de México"
9015,"Cuauhtémoc","31-33","Industrias Manufactureras",38059.1171875,4,9,"Ciudad de México"
9016,"Miguel Hidalgo","31-33","Industrias Manufactureras",52090.72265625,4,9,"Ciudad de México"
9017,"Venustiano Carranza","31-33","Industrias Manufactureras",6578.10986328125,4,9,"Ciudad de México"
10001,"Canatlán","31-33","Industrias Manufactureras",135.79400634765625,5,10,"Durango"
10002,"Canelas","31-33","Industrias Manufactureras",19.506000518798828,5,10,"Durango"
10003,"Coneto de Comonfort","31-33","Industrias Manufactureras",,5,10,"Durango"
10004,"Cuencamé","31-33","Industrias Manufactureras",213.86900329589844,5,10,"Durango"
10005,"Durango","31-33","Industrias Manufactureras",21155.259765625,5,10,"Durango"
10006,"General Simón Bolívar","31-33","Industrias Manufactureras",2.118000030517578,5,10,"Durango"
10007,"Gómez Palacio","31-33","Industrias Manufactureras",55907.02734375,5,10,"Durango"
10008,"Guadalupe Victoria","31-33","Industrias Manufactureras",297.5140075683594,5,10,"Durango"
10009,"Guanaceví","31-33","Industrias Manufactureras",4.591000080108643,5,10,"Durango"
10010,"Hidalgo","31-33","Industrias Manufactureras",0.8410000205039978,5,10,"Durango"
10011,"Indé","31-33","Industrias Manufactureras",,5,10,"Durango"
10012,"Lerdo","31-33","Industrias Manufactureras",2277.68994140625,5,10,"Durango"
10013,"Mapimí","31-33","Industrias Manufactureras",133.05799865722656,5,10,"Durango"
10014,"Mezquital","31-33","Industrias Manufactureras",8.111000061035156,5,10,"Durango"
10015,"Nazas","31-33","Industrias Manufactureras",8.281000137329102,5,10,"Durango"
10016,"Nombre de Dios","31-33","Industrias Manufactureras",246.21299743652344,5,10,"Durango"
