"CVE_GEOEST","LATITUD","LONGITUD","ALTITUD","CARTA_TOPO","TIPO","NOMBRE_EDO","NOMBRE_MUN"
"010100071","21°49'31.870""N","102°06'46.221""W","2006","F13D19","R","Aguascalientes","El Llano"
"010030072","21°56'02.670""N","102°41'53.570""W","1728","F13D17","R","Aguascalientes","Calvillo"
"010040072","22°25'58.348""N","102°17'45.260""W","1988","F13B79","R","Aguascalientes","Cosío"
"010050072","21°52'12.848""N","102°30'00.633""W","2013","F13D18","R","Aguascalientes","Jesús María"
"010090072","22°13'36.000""N","102°15'36.000""W","1915","F13B89","R","Aguascalientes","Tepezalá"
"010100072","21°53'50.534""N","102°03'37.582""W","2031","F13D19","R","Aguascalientes","El Llano"
"010030212","21°53'26.568""N","102°46'33.319""W","1778","F13D17","R","Aguascalientes","Calvillo"
"010040073","22°26'01.629""N","102°18'12.300""W","1990","F13B79","R","Aguascalientes","Cosío"
"010060073","22°08'12.544""N","102°19'13.304""W","1927","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010080073","22°01'58.054""N","102°33'06.585""W","2317","F13B88","R","Aguascalientes","San José de Gracia"
"010090073","22°12'03.059""N","102°16'03.472""W","1912","F13B89","R","Aguascalientes","Tepezalá"
"010100073","21°56'22.355""N","102°06'04.734""W","2081","F13D19","R","Aguascalientes","El Llano"
"010110073","22°03'56.767""N","102°10'37.862""W","2018","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010010216","21°49'19.677""N","102°22'29.256""W","1844","F13D18","R","Aguascalientes","Aguascalientes"
"010030073","21°48'45.857""N","102°45'24.197""W","1633","F13D17","R","Aguascalientes","Calvillo"
"010080074","22°00'51.700""N","102°29'03.401""W","2310","F13B88","R","Aguascalientes","San José de Gracia"
"010090074","22°11'06.206""N","102°11'24.787""W","2041","F13B89","R","Aguascalientes","Tepezalá"
"010100074","21°50'24.042""N","102°09'56.384""W","2011","F13D19","R","Aguascalientes","El Llano"
"010110074","22°02'38.633""N","102°16'21.174""W","1908","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010040075","22°22'29.152""N","102°18'28.255""W","2012","F13B79","R","Aguascalientes","Cosío"
"010060075","22°09'07.337""N","102°14'57.594""W","1916","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070075","22°11'38.139""N","102°18'50.995""W","1934","F13B89","R","Aguascalientes","Rincón de Romos"
"010080075","22°12'15.875""N","102°32'21.081""W","2473","F13B88","R","Aguascalientes","San José de Gracia"
"010030074","21°47'22.125""N","102°47'50.322""W","1561","F13D17","R","Aguascalientes","Calvillo"
"010070074","22°10'28.547""N","102°17'28.856""W","1918","F13B89","R","Aguascalientes","Rincón de Romos"
"010100075","21°50'41.860""N","102°09'03.880""W","2017","F13D19","R","Aguascalientes","El Llano"
"010110075","22°03'40.530""N","102°16'41.742""W","1885","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010060270","22°05'14.320""N","102°14'49.938""W","1923","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010030076","21°51'32.936""N","102°37'34.764""W","1781","F13D18","R","Aguascalientes","Calvillo"
"010040076","22°23'36.553""N","102°17'18.212""W","1980","F13B79","R","Aguascalientes","Cosío"
"010050076","21°58'15.659""N","102°19'38.224""W","1860","F13D19","R","Aguascalientes","Jesús María"
"010080076","22°08'44.971""N","102°35'52.661""W","2513","F13B88","R","Aguascalientes","San José de Gracia"
"010100076","21°53'13.606""N","102°03'53.743""W","2030","F13D19","R","Aguascalientes","El Llano"
"010110076","22°03'17.027""N","102°17'09.961""W","1881","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030077","21°51'43.636""N","102°36'57.803""W","1794","F13D18","R","Aguascalientes","Calvillo"
"010070077","22°11'41.839""N","102°17'53.227""W","1919","F13B89","R","Aguascalientes","Rincón de Romos"
"010080077","22°11'32.001""N","102°25'45.869""W","2049","F13B88","R","Aguascalientes","San José de Gracia"
"010090077","22°17'31.054""N","102°12'35.667""W","1948","F13B79","R","Aguascalientes","Tepezalá"
"010100077","21°50'06.000""N","102°04'59.111""W","2012","F13D19","R","Aguascalientes","El Llano"
"010110077","22°04'22.843""N","102°15'13.677""W","1904","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030078","21°52'05.475""N","102°44'50.949""W","1629","F13D17","R","Aguascalientes","Calvillo"
"010050078","21°58'55.206""N","102°16'22.707""W","1894","F13D19","R","Aguascalientes","Jesús María"
"010070078","22°10'40.982""N","102°18'02.285""W","1923","F13B89","R","Aguascalientes","Rincón de Romos"
"010080078","21°59'55.373""N","102°34'53.527""W","2381","F13D18","R","Aguascalientes","San José de Gracia"
"010090078","22°17'34.348""N","102°13'43.628""W","1932","F13B79","R","Aguascalientes","Tepezalá"
"010030079","21°49'09.790""N","102°46'22.225""W","1600","F13D17","R","Aguascalientes","Calvillo"
"010040079","22°24'08.799""N","102°16'40.579""W","1970","F13B79","R","Aguascalientes","Cosío"
"010080079","22°11'14.624""N","102°35'33.768""W","2512","F13B88","R","Aguascalientes","San José de Gracia"
"010090079","22°17'45.031""N","102°13'31.100""W","1933","F13B79","R","Aguascalientes","Tepezalá"
"010100079","21°49'11.443""N","102°04'05.334""W","2000","F13D19","R","Aguascalientes","El Llano"
"010110079","22°02'30.893""N","102°18'09.039""W","1888","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010050249","21°49'10.735""N","102°32'11.618""W","1989","F13D18","R","Aguascalientes","Jesús María"
"010030080","21°48'00.729""N","102°47'06.611""W","1581","F13D17","R","Aguascalientes","Calvillo"
"010090080","22°15'12.559""N","102°15'01.054""W","1919","F13B79","R","Aguascalientes","Tepezalá"
"010050256","21°55'00.382""N","102°25'38.217""W","1943","F13D18","R","Aguascalientes","Jesús María"
"010060256","22°07'34.830""N","102°19'56.170""W","1920","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010030081","21°51'45.726""N","102°45'37.288""W","1610","F13D17","R","Aguascalientes","Calvillo"
"010040081","22°18'04.250""N","102°16'05.961""W","1938","F13B79","R","Aguascalientes","Cosío"
"010090081","22°13'10.277""N","102°14'35.946""W","1919","F13B89","R","Aguascalientes","Tepezalá"
"010100081","21°52'43.720""N","102°07'22.896""W","1999","F13D19","R","Aguascalientes","El Llano"
"010110081","22°02'17.000""N","102°16'53.000""W","1901","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030260","21°50'54.946""N","102°45'18.966""W","1623","F13D17","R","Aguascalientes","Calvillo"
"010040082","22°21'16.241""N","102°16'59.946""W","1969","F13B79","R","Aguascalientes","Cosío"
"010050082","21°58'06.014""N","102°19'32.944""W","1860","F13D19","R","Aguascalientes","Jesús María"
"010070082","22°09'54.267""N","102°19'08.879""W","1918","F13B89","R","Aguascalientes","Rincón de Romos"
"010100082","21°55'31.337""N","102°07'42.381""W","2041","F13D19","R","Aguascalientes","El Llano"
"010110082","22°02'56.329""N","102°16'45.527""W","1890","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030083","21°51'14.014""N","102°41'59.330""W","1656","F13D17","R","Aguascalientes","Calvillo"
"010040083","22°26'44.883""N","102°17'53.001""W","1999","F13B79","R","Aguascalientes","Cosío"
"010070083","22°10'33.472""N","102°19'41.677""W","1923","F13B89","R","Aguascalientes","Rincón de Romos"
"010090083","22°13'18.505""N","102°14'32.841""W","1919","F13B89","R","Aguascalientes","Tepezalá"
"010100083","21°54'42.470""N","102°07'49.198""W","2032","F13D19","R","Aguascalientes","El Llano"
"010110083","21°59'41.412""N","102°15'41.792""W","1895","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010030084","21°55'06.586""N","102°42'05.192""W","1713","F13D17","R","Aguascalientes","Calvillo"
"010050084","21°59'46.738""N","102°19'39.497""W","1877","F13D19","R","Aguascalientes","Jesús María"
"010060084","22°10'04.871""N","102°16'08.572""W","1905","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010090084","22°09'42.325""N","102°11'54.995""W","2009","F13B89","R","Aguascalientes","Tepezalá"
"010100084","21°52'17.056""N","102°08'07.598""W","1980","F13D19","R","Aguascalientes","El Llano"
"010110084","22°01'06.322""N","102°13'38.966""W","1940","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030085","21°53'06.045""N","102°44'20.377""W","1649","F13D17","R","Aguascalientes","Calvillo"
"010100280","21°53'09.492""N","102°04'27.731""W","2030","F13D19","R","Aguascalientes","El Llano"
"010040085","22°19'14.706""N","102°15'10.174""W","1940","F13B79","R","Aguascalientes","Cosío"
"010060085","22°09'54.220""N","102°16'55.589""W","1912","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010090085","22°11'30.651""N","102°15'20.758""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100085","21°51'37.076""N","102°01'24.029""W","1991","F13D19","R","Aguascalientes","El Llano"
"010010285","21°46'33.798""N","102°17'37.792""W","1856","F13D19","R","Aguascalientes","Aguascalientes"
"010010297","21°52'41.058""N","102°14'15.092""W","1932","F13D19","R","Aguascalientes","Aguascalientes"
"010030086","21°51'36.870""N","102°50'48.565""W","2275","F13D17","R","Aguascalientes","Calvillo"
"010060086","22°07'50.241""N","102°17'14.164""W","1912","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100086","21°49'44.061""N","102°05'54.983""W","2013","F13D19","R","Aguascalientes","El Llano"
"010110086","22°03'56.161""N","102°14'40.155""W","1930","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020087","22°02'42.101""N","102°00'34.346""W","1999","F13B89","R","Aguascalientes","Asientos"
"010030087","21°59'57.143""N","102°38'45.943""W","1952","F13D18","R","Aguascalientes","Calvillo"
"010040087","22°18'02.955""N","102°15'50.063""W","1936","F13B79","R","Aguascalientes","Cosío"
"010050087","21°52'57.203""N","102°29'36.928""W","2020","F13D18","R","Aguascalientes","Jesús María"
"010060087","22°08'45.000""N","102°17'35.000""W","1921","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010090087","22°15'47.599""N","102°10'55.367""W","2040","F13B79","R","Aguascalientes","Tepezalá"
"010100087","21°49'20.632""N","102°05'44.361""W","2011","F13D19","R","Aguascalientes","El Llano"
"010010296","21°46'50.717""N","102°31'06.334""W","2029","F13D18","R","Aguascalientes","Aguascalientes"
"010020297","22°01'51.452""N","101°53'43.241""W","2074","F14A81","R","Aguascalientes","Asientos"
"010070318","22°08'47.569""N","102°17'43.671""W","1927","F13B89","R","Aguascalientes","Rincón de Romos"
"010020088","22°02'32.980""N","102°00'14.526""W","1998","F13B89","R","Aguascalientes","Asientos"
"010030088","21°52'53.502""N","102°36'56.000""W","1941","F13D18","R","Aguascalientes","Calvillo"
"010050088","21°57'45.757""N","102°25'52.807""W","2015","F13D18","R","Aguascalientes","Jesús María"
"010090088","22°17'47.277""N","102°13'56.826""W","1931","F13B79","R","Aguascalientes","Tepezalá"
"010100088","21°54'46.490""N","102°04'56.487""W","2037","F13D19","R","Aguascalientes","El Llano"
"010020089","22°07'10.597""N","102°00'23.425""W","2036","F13B89","R","Aguascalientes","Asientos"
"010030089","21°53'49.255""N","102°49'09.628""W","2260","F13D17","R","Aguascalientes","Calvillo"
"010040089","22°19'53.143""N","102°17'20.888""W","1957","F13B79","R","Aguascalientes","Cosío"
"010050089","21°55'06.114""N","102°22'28.845""W","1892","F13D18","R","Aguascalientes","Jesús María"
"010060089","22°07'12.445""N","102°16'58.826""W","1898","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070089","22°10'12.918""N","102°19'48.996""W","1922","F13B89","R","Aguascalientes","Rincón de Romos"
"010090089","22°13'26.088""N","102°16'31.502""W","1923","F13B89","R","Aguascalientes","Tepezalá"
"010100089","21°50'40.624""N","102°02'22.062""W","1989","F13D19","R","Aguascalientes","El Llano"
"010030090","22°00'22.788""N","102°43'02.576""W","1971","F13B87","R","Aguascalientes","Calvillo"
"010040090","22°25'01.607""N","102°19'07.415""W","2016","F13B79","R","Aguascalientes","Cosío"
"010060090","22°07'09.159""N","102°16'49.285""W","1893","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010090090","22°11'38.432""N","102°15'21.290""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100090","21°51'18.292""N","102°04'49.120""W","2020","F13D19","R","Aguascalientes","El Llano"
"010110090","22°03'57.107""N","102°17'07.966""W","1880","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010050092","21°58'49.260""N","102°18'03.600""W","1871","F13D19","R","Aguascalientes","Jesús María"
"010060091","22°07'36.302""N","102°15'35.932""W","1899","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070091","22°12'10.058""N","102°20'18.797""W","2002","F13B88","R","Aguascalientes","Rincón de Romos"
"010090091","22°14'12.893""N","102°13'19.049""W","1952","F13B89","R","Aguascalientes","Tepezalá"
"010100091","21°50'30.611""N","102°04'50.865""W","2019","F13D19","R","Aguascalientes","El Llano"
"010110091","21°59'24.421""N","102°15'34.210""W","1902","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010060092","22°09'52.000""N","102°14'45.000""W","1911","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010080092","22°08'16.431""N","102°36'26.193""W","2564","F13B88","R","Aguascalientes","San José de Gracia"
"010090092","22°16'59.294""N","102°13'50.019""W","1931","F13B79","R","Aguascalientes","Tepezalá"
"010110092","22°04'34.000""N","102°14'13.000""W","1940","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010070337","22°12'31.114""N","102°17'07.657""W","1922","F13B89","R","Aguascalientes","Rincón de Romos"
"010050337","21°55'47.988""N","102°20'26.644""W","1873","F13D18","R","Aguascalientes","Jesús María"
"010020094","22°10'36.116""N","102°00'46.221""W","2030","F13B89","R","Aguascalientes","Asientos"
"010030094","21°55'05.610""N","102°42'19.771""W","1713","F13D17","R","Aguascalientes","Calvillo"
"010040094","22°22'24.937""N","102°17'55.024""W","1992","F13B79","R","Aguascalientes","Cosío"
"010080094","22°10'19.304""N","102°30'38.154""W","2225","F13B88","R","Aguascalientes","San José de Gracia"
"010090094","22°11'53.190""N","102°15'52.019""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100094","21°52'46.766""N","102°04'31.865""W","2032","F13D19","R","Aguascalientes","El Llano"
"010020095","22°04'38.398""N","102°07'29.908""W","2023","F13B89","R","Aguascalientes","Asientos"
"010110094","22°03'32.349""N","102°14'41.487""W","1930","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030095","22°01'31.538""N","102°40'21.708""W","1867","F13B87","R","Aguascalientes","Calvillo"
"010080095","22°08'04.036""N","102°30'24.019""W","2084","F13B88","R","Aguascalientes","San José de Gracia"
"010100095","21°52'47.058""N","102°05'01.995""W","2034","F13D19","R","Aguascalientes","El Llano"
"010030097","21°53'55.452""N","102°46'03.232""W","1792","F13D17","R","Aguascalientes","Calvillo"
"010020096","22°03'39.013""N","102°01'27.015""W","1986","F13B89","R","Aguascalientes","Asientos"
"010030096","21°51'59.147""N","102°50'35.582""W","2315","F13D17","R","Aguascalientes","Calvillo"
"010080096","22°11'41.036""N","102°36'48.077""W","2592","F13B88","R","Aguascalientes","San José de Gracia"
"010090096","22°13'33.589""N","102°13'35.546""W","1942","F13B89","R","Aguascalientes","Tepezalá"
"010100096","21°55'26.344""N","102°06'41.203""W","2056","F13D19","R","Aguascalientes","El Llano"
"010080097","22°10'06.918""N","102°25'13.246""W","2019","F13B88","R","Aguascalientes","San José de Gracia"
"010090097","22°19'48.602""N","102°10'21.859""W","1987","F13B79","R","Aguascalientes","Tepezalá"
"010100097","21°54'42.928""N","102°06'12.276""W","2040","F13D19","R","Aguascalientes","El Llano"
"010110097","22°05'12.819""N","102°16'38.889""W","1882","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030098","21°48'43.600""N","102°46'34.808""W","1600","F13D17","R","Aguascalientes","Calvillo"
"010050098","21°59'11.409""N","102°19'13.207""W","1867","F13D19","R","Aguascalientes","Jesús María"
"010080098","22°10'04.000""N","102°34'22.000""W","2592","F13B88","R","Aguascalientes","San José de Gracia"
"010090098","22°14'49.489""N","102°14'57.568""W","1917","F13B89","R","Aguascalientes","Tepezalá"
"010100098","21°48'36.175""N","102°03'57.626""W","1989","F13D19","R","Aguascalientes","El Llano"
"010110098","22°04'02.271""N","102°17'07.111""W","1880","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020103","22°05'08.740""N","102°08'48.618""W","2053","F13B89","R","Aguascalientes","Asientos"
"010050099","21°58'37.000""N","102°18'17.000""W","1886","F13D19","R","Aguascalientes","Jesús María"
"010080099","22°04'18.571""N","102°30'46.681""W","2221","F13B88","R","Aguascalientes","San José de Gracia"
"010100099","21°50'20.834""N","102°08'11.706""W","2011","F13D19","R","Aguascalientes","El Llano"
"010110099","22°03'22.000""N","102°15'59.000""W","1901","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010010100","21°51'16.556""N","102°22'21.884""W","1879","F13D18","R","Aguascalientes","Aguascalientes"
"010020100","22°04'48.000""N","102°07'40.000""W","2036","F13B89","R","Aguascalientes","Asientos"
"010040100","22°21'22.687""N","102°16'32.276""W","1964","F13B79","R","Aguascalientes","Cosío"
"010060100","22°08'54.125""N","102°15'34.559""W","1899","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070100","22°13'36.000""N","102°19'56.000""W","1975","F13B89","R","Aguascalientes","Rincón de Romos"
"010090100","22°13'30.893""N","102°15'19.459""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100100","21°49'57.896""N","102°04'47.600""W","2010","F13D19","R","Aguascalientes","El Llano"
"010110100","22°04'11.385""N","102°15'23.822""W","1904","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020101","22°08'06.544""N","102°02'01.029""W","2007","F13B89","R","Aguascalientes","Asientos"
"010040101","22°22'00.741""N","102°18'20.435""W","2044","F13B79","R","Aguascalientes","Cosío"
"010050101","22°01'16.658""N","102°17'03.826""W","1894","F13B89","R","Aguascalientes","Jesús María"
"010070101","22°14'08.650""N","102°25'03.336""W","2097","F13B88","R","Aguascalientes","Rincón de Romos"
"010080101","22°16'20.403""N","102°29'51.879""W","2359","F13B78","R","Aguascalientes","San José de Gracia"
"010090101","22°15'09.491""N","102°13'46.788""W","1931","F13B79","R","Aguascalientes","Tepezalá"
"010100101","21°50'15.631""N","102°04'26.168""W","2014","F13D19","R","Aguascalientes","El Llano"
"010110101","22°02'12.099""N","102°16'54.275""W","1900","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010010102","21°46'48.650""N","102°21'26.261""W","1861","F13D18","R","Aguascalientes","Aguascalientes"
"010050102","21°57'18.821""N","102°17'21.508""W","1894","F13D19","R","Aguascalientes","Jesús María"
"010060102","22°09'32.683""N","102°14'59.227""W","1909","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010090102","22°17'42.643""N","102°13'21.501""W","1934","F13B79","R","Aguascalientes","Tepezalá"
"010100102","21°53'50.915""N","102°09'20.203""W","2039","F13D19","R","Aguascalientes","El Llano"
"010110102","22°03'16.000""N","102°15'58.000""W","1900","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010030103","21°50'57.624""N","102°44'08.429""W","1626","F13D17","R","Aguascalientes","Calvillo"
"010080103","22°10'36.937""N","102°35'16.807""W","2588","F13B88","R","Aguascalientes","San José de Gracia"
"010010104","21°56'42.243""N","102°11'30.914""W","1994","F13D19","R","Aguascalientes","Aguascalientes"
"010020104","22°13'45.339""N","102°03'16.922""W","2080","F13B89","R","Aguascalientes","Asientos"
"010030104","21°52'06.606""N","102°41'16.724""W","1676","F13D17","R","Aguascalientes","Calvillo"
"010040104","22°22'39.975""N","102°18'08.918""W","1997","F13B79","R","Aguascalientes","Cosío"
"010050104","21°50'54.252""N","102°32'06.094""W","1927","F13D18","R","Aguascalientes","Jesús María"
"010080104","22°07'37.275""N","102°40'25.052""W","2650","F13B87","R","Aguascalientes","San José de Gracia"
"010090104","22°12'06.531""N","102°15'41.188""W","1910","F13B89","R","Aguascalientes","Tepezalá"
"010100104","21°51'00.677""N","102°02'55.314""W","1997","F13D19","R","Aguascalientes","El Llano"
"010110104","21°58'37.236""N","102°16'09.525""W","1904","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010090103","22°14'37.753""N","102°13'34.817""W","1945","F13B89","R","Aguascalientes","Tepezalá"
"010100103","21°51'14.335""N","102°02'37.638""W","1994","F13D19","R","Aguascalientes","El Llano"
"010110103","22°02'16.320""N","102°15'07.155""W","1925","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010040108","22°21'57.098""N","102°15'15.826""W","1954","F13B79","R","Aguascalientes","Cosío"
"010020105","22°07'01.799""N","102°12'24.275""W","1990","F13B89","R","Aguascalientes","Asientos"
"010030105","21°58'24.396""N","102°39'39.281""W","1790","F13D18","R","Aguascalientes","Calvillo"
"010040105","22°18'04.393""N","102°17'56.643""W","1970","F13B79","R","Aguascalientes","Cosío"
"010050105","21°57'28.080""N","102°19'16.870""W","1865","F13D19","R","Aguascalientes","Jesús María"
"010080105","22°15'46.643""N","102°31'39.614""W","2411","F13B78","R","Aguascalientes","San José de Gracia"
"010100105","21°50'22.712""N","102°04'53.299""W","2017","F13D19","R","Aguascalientes","El Llano"
"010040106","22°25'29.946""N","102°18'47.952""W","2007","F13B79","R","Aguascalientes","Cosío"
"010050106","21°54'05.261""N","102°24'54.554""W","1961","F13D18","R","Aguascalientes","Jesús María"
"010060106","22°07'17.987""N","102°13'05.610""W","1961","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010080106","22°10'43.438""N","102°25'39.792""W","2019","F13B88","R","Aguascalientes","San José de Gracia"
"010100106","21°50'31.953""N","102°03'28.712""W","2003","F13D19","R","Aguascalientes","El Llano"
"010110106","22°03'32.051""N","102°16'56.454""W","1880","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010040107","22°21'35.735""N","102°18'13.768""W","2050","F13B79","R","Aguascalientes","Cosío"
"010060107","22°06'27.526""N","102°14'10.632""W","1929","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010100107","21°56'05.205""N","102°01'26.250""W","2020","F13D19","R","Aguascalientes","El Llano"
"010110107","22°02'11.347""N","102°18'17.797""W","1878","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010010456","21°51'48.094""N","102°20'12.087""W","1862","F13D18","R","Aguascalientes","Aguascalientes"
"010060108","22°07'52.572""N","102°16'40.565""W","1910","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070108","22°10'13.982""N","102°17'45.369""W","1921","F13B89","R","Aguascalientes","Rincón de Romos"
"010080108","22°09'59.089""N","102°34'43.517""W","2573","F13B88","R","Aguascalientes","San José de Gracia"
"010090108","22°12'29.197""N","102°16'37.222""W","1919","F13B89","R","Aguascalientes","Tepezalá"
"010020109","22°06'19.863""N","102°03'31.048""W","1990","F13B89","R","Aguascalientes","Asientos"
"010050465","21°56'33.955""N","102°21'12.000""W","1899","F13D18","R","Aguascalientes","Jesús María"
"010050109","22°01'15.404""N","102°18'55.924""W","1874","F13B89","R","Aguascalientes","Jesús María"
"010110109","22°04'54.873""N","102°16'31.270""W","1885","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020111","22°07'05.523""N","102°02'23.343""W","2019","F13B89","R","Aguascalientes","Asientos"
"010020110","22°06'52.187""N","102°02'29.917""W","2014","F13B89","R","Aguascalientes","Asientos"
"010030110","21°49'38.078""N","102°45'30.103""W","1618","F13D17","R","Aguascalientes","Calvillo"
"010080110","22°10'27.456""N","102°23'29.251""W","2107","F13B88","R","Aguascalientes","San José de Gracia"
"010100110","21°57'10.882""N","102°03'03.880""W","2063","F13D19","R","Aguascalientes","El Llano"
"010070486","22°14'30.229""N","102°16'41.447""W","1925","F13B89","R","Aguascalientes","Rincón de Romos"
"010040111","22°21'05.115""N","102°16'49.998""W","1964","F13B79","R","Aguascalientes","Cosío"
"010050111","21°58'24.365""N","102°19'53.447""W","1864","F13D19","R","Aguascalientes","Jesús María"
"010070111","22°12'30.906""N","102°18'40.334""W","1930","F13B89","R","Aguascalientes","Rincón de Romos"
"010080111","22°09'57.384""N","102°36'03.063""W","2562","F13B88","R","Aguascalientes","San José de Gracia"
"010100111","21°52'13.960""N","102°05'44.092""W","2020","F13D19","R","Aguascalientes","El Llano"
"010110111","22°05'01.852""N","102°16'36.672""W","1884","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010020112","22°04'17.799""N","101°59'51.406""W","2033","F14A81","R","Aguascalientes","Asientos"
"010050496","21°55'48.201""N","102°20'44.140""W","1879","F13D18","R","Aguascalientes","Jesús María"
"010070496","22°11'49.261""N","102°17'16.312""W","1921","F13B89","R","Aguascalientes","Rincón de Romos"
"010090150","22°14'44.213""N","102°13'26.165""W","1950","F13B89","R","Aguascalientes","Tepezalá"
"010030112","21°44'34.659""N","102°43'01.183""W","2201","F13D27","R","Aguascalientes","Calvillo"
"010050112","21°57'15.914""N","102°17'28.622""W","1893","F13D19","R","Aguascalientes","Jesús María"
"010060112","22°09'25.390""N","102°16'06.125""W","1900","F13B89","R","Aguascalientes","Pabellón de Arteaga"
"010070112","22°11'04.090""N","102°17'43.623""W","1919","F13B89","R","Aguascalientes","Rincón de Romos"
"010080112","22°10'11.000""N","102°33'43.000""W","2530","F13B88","R","Aguascalientes","San José de Gracia"
"010100112","21°50'54.953""N","102°05'18.241""W","2018","F13D19","R","Aguascalientes","El Llano"
"010110112","21°58'02.621""N","102°16'17.212""W","1911","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010050510","21°51'21.008""N","102°31'10.107""W","1941","F13D18","R","Aguascalientes","Jesús María"
"010010509","21°48'56.843""N","102°10'01.256""W","2000","F13D19","R","Aguascalientes","Aguascalientes"
"010050509","22°00'12.058""N","102°21'37.875""W","1960","F13B88","R","Aguascalientes","Jesús María"
"010010113","21°45'28.377""N","102°17'24.472""W","1871","F13D19","R","Aguascalientes","Aguascalientes"
"010030113","21°44'26.336""N","102°46'26.541""W","1897","F13D27","R","Aguascalientes","Calvillo"
"010040113","22°22'21.268""N","102°16'25.348""W","1969","F13B79","R","Aguascalientes","Cosío"
"010050113","22°01'01.647""N","102°17'34.378""W","1895","F13B89","R","Aguascalientes","Jesús María"
"010070113","22°15'13.312""N","102°21'36.139""W","2025","F13B78","R","Aguascalientes","Rincón de Romos"
"010080113","22°10'09.410""N","102°33'45.932""W","2533","F13B88","R","Aguascalientes","San José de Gracia"
"010010519","21°50'39.642""N","102°19'20.171""W","1851","F13D19","R","Aguascalientes","Aguascalientes"
"010110113","21°58'56.508""N","102°15'08.097""W","1929","F13D19","R","Aguascalientes","San Francisco de los Romo"
"010010114","21°50'58.194""N","102°21'19.519""W","1859","F13D18","R","Aguascalientes","Aguascalientes"
"010020114","22°15'18.357""N","102°04'16.672""W","2094","F13B79","R","Aguascalientes","Asientos"
"010040114","22°21'05.839""N","102°15'30.778""W","1969","F13B79","R","Aguascalientes","Cosío"
"010080114","22°19'05.161""N","102°27'21.228""W","2336","F13B78","R","Aguascalientes","San José de Gracia"
"010090114","22°13'05.750""N","102°13'40.232""W","1941","F13B89","R","Aguascalientes","Tepezalá"
"010110114","22°03'06.553""N","102°14'44.197""W","1928","F13B89","R","Aguascalientes","San Francisco de los Romo"
"010040115","22°21'07.295""N","102°15'45.657""W","1965","F13B79","R","Aguascalientes","Cosío"
"010080115","22°10'37.107""N","102°23'20.706""W","2129","F13B88","R","Aguascalientes","San José de Gracia"
"010090115","22°09'47.840""N","102°12'08.092""W","1995","F13B89","R","Aguascalientes","Tepezalá"
"010020117","22°06'54.734""N","102°02'46.951""W","2003","F13B89","R","Aguascalientes","Asientos"
"010100115","21°47'49.861""N","102°07'24.459""W","2000","F13D19","R","Aguascalientes","El Llano"
